,Score Difference,A1,GWG1,HmG1,PKG1,RdG1,SHTS1,SOG1,GSHTS1,SV1,GA1,A2,GWG2,HmG2,PKG2,RdG2,SHTS2,SOG2,GSHTS2,SV2,GA2
0,-1.0,0.22949510117209113,0.04121516179074002,0.13704764099878916,0.33210332103321033,0.10568227736554026,1.828062281214783,0.7177038285593113,0.04563492063492063,0.03015873015873016,0.014682539682539682,0.17373733523800075,0.06373735871369943,0.053255121446141016,0.0,0.07388377780106997,1.7547950895603313,0.612615695163895,0.041750841750841754,0.028619528619528618,0.011784511784511785
1,-1.0,0.22527948497034173,0.03466655629270799,0.10858290842718521,0.12875536480686695,0.07614671223058192,1.854889965561551,0.677973590266775,0.0465341735336888,0.031022782355792537,0.01454192922927775,0.09100261378980126,0.01503524930670795,0.0876718830148469,0.0,0.021403195290353446,1.216169293382098,0.40581674032017523,0.0468013468013468,0.0303030303030303,0.015488215488215488
2,2.0,0.14313332129702938,0.0877487896925128,0.21504106647542617,0.15384615384615385,0.08081508646767109,1.6804703280971196,0.6898168674516538,0.052255225522552254,0.0363036303630363,0.013751375137513752,0.26955591007627033,0.1133966357876004,0.15061228929337284,0.3333333333333333,0.1856738744044834,2.2156501218736064,0.9225909418475136,0.04869281045751635,0.032352941176470584,0.016339869281045753
3,-1.0,0.02932183444389622,0.03558133573756072,0.03685601227182985,0.14715719063545152,0.0873383632215657,1.097688889818279,0.3603642404011536,0.0524179912073047,0.03145079472438282,0.01927629354075076,0.15051962234999589,0.0897485949240811,0.15084273039638507,0.10526315789473684,0.1117228953181706,1.7696249063943135,0.6478182131779949,0.052255225522552254,0.0363036303630363,0.013751375137513752
4,-1.0,0.10157680802452224,0.028841115451383518,0.11148992513532044,0.26522593320235754,0.05673536806562158,2.3374175617254616,0.8363351263475323,0.05288888888888889,0.035555555555555556,0.017333333333333333,0.14168102359983503,0.07420427431382319,0.13039408978723707,0.002777777777777778,0.04900790172086413,2.116918938281027,0.610432123093777,0.04607843137254902,0.031045751633986925,0.013398692810457516
5,0.0,0.1510349271163393,0.03481981200956336,0.07370104100667704,0.0,0.052658795109711706,2.429884992308605,0.7304229725516295,0.03827160493827161,0.029629629629629627,0.008641975308641976,0.16836621856396955,0.10088623346866904,0.17971057948672872,0.02631578947368421,0.07283693555385855,1.8538885718351938,0.6922547118128002,0.04606060606060606,0.030707070707070707,0.01414141414141414
6,0.0,0.10479742301742372,0.019290597050643475,0.07100345885525368,0.0,0.07999867030733362,1.4542072999794922,0.5437057901601243,0.03823529411764706,0.02516339869281046,0.013398692810457516,0.1215301845782296,0.04105793875428671,0.12737219001531966,0.20987654320987653,0.09855842351922574,1.9837808080767994,0.7045843534720959,0.04119985543910372,0.02855077701481749,0.012649078424286229
7,0.0,0.11764047266540534,0.0,0.03527469013206228,0.0,0.022897393455901263,1.280792139184694,0.25854560444942426,0.060275962236746555,0.03776325344952796,0.0196078431372549,0.16945998439483723,0.04302811843107606,0.11605274547437675,0.1111111111111111,0.04740219898665277,1.7654860460524466,0.6266811312760063,0.0465341735336888,0.031022782355792537,0.01454192922927775
8,1.0,0.1724981374106707,0.06192945286590475,0.08762259291026327,0.2,0.08443559537204726,1.9043319971731285,0.6284815164036929,0.041750841750841754,0.028619528619528618,0.011784511784511785,0.2512707636648422,0.07829648529657023,0.11477747640395332,0.2762605042016807,0.0806896869714499,1.7612012030348765,0.5899365354801205,0.04738562091503268,0.03594771241830065,0.012091503267973855
9,2.0,0.1256159343606998,0.031915332895011944,0.08662011994616298,0.0,0.05441307418324736,1.5276152099784142,0.5399785889917783,0.04673202614379085,0.032352941176470584,0.013398692810457516,0.033287060955929974,0.013644977890082123,0.0218391492782966,0.0,0.21364497789008213,1.4506035002735493,0.3436969856074848,0.04205607476635514,0.03193146417445483,0.008566978193146418
10,4.0,0.12173108919413246,0.06451476952040067,0.12918234211839574,0.3333333333333333,0.07386984493359591,1.881282469292759,0.720698208659654,0.04511784511784512,0.03198653198653199,0.01212121212121212,0.14004694168177947,0.02954617081626221,0.07745637880476534,0.08771929824561403,0.06718086782761463,1.808386309753094,0.6311140027560544,0.05387205387205388,0.038047138047138045,0.014814814814814814
11,-1.0,0.17638586993319813,0.08272686599110196,0.13815222220435208,0.2074074074074074,0.08230735411942644,1.7472268450125772,0.7181038840290781,0.04157706093189964,0.029749103942652327,0.011827956989247311,0.12361987945855482,0.05583806672743187,0.1327230416094057,0.16666666666666666,0.056588586291254926,1.724816905572361,0.5941856005533895,0.04603580562659847,0.034526854219948847,0.008951406649616368
12,-2.0,0.16124894231689554,0.05583296166272965,0.0734131130549212,0.14539579967689822,0.0732892962743937,1.847470422765426,0.5344002829625781,0.041750841750841754,0.028619528619528618,0.011784511784511785,0.2049217828797207,0.0959290063368914,0.18147744484241535,0.25,0.07701837272389264,1.480694921880321,0.613112519081442,0.04453935326418548,0.03355704697986577,0.010372178157413056
13,1.0,0.09732205985278157,0.03929339453730542,0.10576296120304907,0.29074074074074074,0.05167302748945364,1.713218166126734,0.5954107225170701,0.046875,0.03194444444444444,0.015277777777777777,0.17817725700099288,0.03868112907665321,0.12940907728248593,0.19290465631929046,0.0852502268351493,2.4948686563907967,0.7949598067190129,0.04119985543910372,0.02855077701481749,0.012649078424286229
14,1.0,0.15864342133139986,0.03707968779241856,0.1452848846346437,0.24725274725274726,0.11373087067863522,1.6063157623095186,0.6635791523870912,0.04375,0.03194444444444444,0.010763888888888889,0.13617447888740183,0.07795060839803857,0.08399878697915769,0.17341040462427745,0.06321458201595298,1.9276526329347987,0.6306612794303851,0.04781144781144781,0.034006734006734006,0.013804713804713804
15,-2.0,0.09738327454615585,0.05480269382643127,0.16205668413156546,0.0,0.03916595541071798,2.04341489701367,0.7716863918919251,0.04673202614379085,0.032352941176470584,0.013398692810457516,0.17228444247423913,0.01631088137156389,0.06303818189642196,0.0,0.07168799395710837,1.692838724845783,0.5351140848420698,0.05387205387205388,0.038047138047138045,0.014814814814814814
16,-1.0,0.09124252526085168,0.047166644139731,0.05289289116251807,0.0,0.12587268203148064,2.3624746124369134,0.7452317365654935,0.05291005291005291,0.03756613756613757,0.014814814814814814,0.18044918302168197,0.10167692637149991,0.19620570047121413,0.31910946196660483,0.07838213810168167,2.307385130866203,0.7241320380317228,0.032679738562091505,0.022222222222222223,0.00980392156862745
17,-3.0,0.08743946036384358,0.02318336869439883,0.06019732181155529,0.16333938294010888,0.08473088492138577,2.0549096147991066,0.6814958345076265,0.05351027397260274,0.03125,0.020976027397260275,0.3070518395848588,0.0985539257826376,0.16946119460425574,0.39555555555555555,0.1969108982675266,2.5373174591795298,1.059184179516914,0.04869281045751635,0.032352941176470584,0.016339869281045753
18,0.0,0.0920067104730158,0.0510414558694941,0.10812829706428131,0.1,0.05439157667858971,2.0167567812687355,0.7166200473477933,0.05684931506849315,0.04246575342465753,0.01404109589041096,0.12221940705204953,0.020407617554949388,0.07556153625797524,0.15555555555555556,0.07802257077655332,1.4363605165292603,0.544759768632564,0.04378818737270876,0.02987101154107264,0.013238289205702646
19,1.0,0.12079590662969057,0.06916197855937208,0.10214406033731675,0.0,0.0697836774031657,1.9028491899155275,0.5859146806201029,0.04607843137254902,0.031045751633986925,0.013398692810457516,0.16839100012025907,0.011611983026530518,0.08435669539378814,0.0,0.0444235466722924,1.8952698545247018,0.5714841078194802,0.04666666666666667,0.034444444444444444,0.015555555555555555
