,Score,A,GWG,HmG,PKG,RdG,SHTS,SOG,GSHTS,SV,GA
0,3.0,0.06396983954821793,0.02133197891511187,0.06494114543687055,0.0,0.026064952652134446,1.4539526005498937,0.4062518297619672,0.05512820512820513,0.037606837606837605,0.01752136752136752
1,0.0,0.22937206243873803,0.03421988789359021,0.11312214546485995,0.19047619047619047,0.10462993281258079,1.79434851137164,0.733731597856943,0.05387205387205388,0.038047138047138045,0.014814814814814814
2,1.0,0.033287060955929974,0.013644977890082123,0.0218391492782966,0.0,0.21364497789008213,1.4506035002735493,0.3436969856074848,0.04673202614379085,0.032352941176470584,0.013398692810457516
3,1.0,0.15299150646471307,0.10732550293703916,0.1550947845412069,0.16129032258064516,0.10700891657681766,2.0210911589709273,0.7681323164364695,0.05351027397260274,0.03125,0.020976027397260275
4,2.0,0.10244041918071428,0.03263960539599905,0.11195422296747991,0.4,0.08407048286357728,2.070088725151457,0.8534129178135001,0.038181818181818185,0.021212121212121213,0.015959595959595962
5,1.0,0.11910755665265324,0.03882827173079252,0.06652152291539491,0.08333333333333333,0.11018942158001312,2.4187700150434686,0.9694985191987087,0.03312368972746331,0.020545073375262055,0.011740041928721174
6,2.0,0.24954161893256424,0.07520227483693016,0.22088263198239363,0.17316017316017315,0.07749965089266941,2.0148277166539565,0.8350851027593187,0.053488372093023255,0.031162790697674417,0.02046511627906977
7,0.0,0.30334876733607913,0.1037195928153945,0.14945197871743884,0.2361111111111111,0.1608759993925833,1.712792227303294,0.7362778779502787,0.0457516339869281,0.03137254901960784,0.013071895424836602
8,1.0,0.10526527334357158,0.06494690316934652,0.12236205707148161,0.1727447216890595,0.05254175247747166,1.7635972105899411,0.6157382469093517,0.04787000439174352,0.032059727711901624,0.014931927975406236
9,0.0,0.1406266770190772,0.06970605664958485,0.0838769106799289,0.13752122241086587,0.0906059384749444,1.9987249889293341,0.6047311779122331,0.04738562091503268,0.03594771241830065,0.012091503267973855
10,2.0,0.1275129413345793,0.062363704030302954,0.13579346112499122,0.296969696969697,0.07729440630349108,1.9127865718204626,0.7577589527839037,0.04738562091503268,0.03594771241830065,0.012091503267973855
11,2.0,0.18297691866414775,0.09496045676607491,0.1621779582374523,0.05605381165919283,0.10056840902426738,1.7994937676314762,0.6194945102965966,0.05288888888888889,0.035555555555555556,0.017333333333333333
12,0.0,0.123100934433018,0.02899880601528194,0.08768858311790033,0.1688247011952191,0.03297533725687064,1.9639156550150092,0.5611236839431784,0.041750841750841754,0.028619528619528618,0.011784511784511785
13,2.0,0.2001532660551459,0.0353995308736008,0.11715603587643818,0.16666666666666666,0.1184682519038172,1.9936545835303234,0.8570798954400222,0.03823529411764706,0.02516339869281046,0.013398692810457516
14,0.0,0.17344442717751093,0.024523754738231623,0.10575359985933519,0.0,0.09738959774686905,1.941401855529277,0.6577566574416871,0.043153337358419704,0.032649744948938735,0.009364624688985166
15,0.0,0.15137193112080172,0.04307692307692308,0.10495105206850916,0.18666666666666668,0.057010410033378936,1.465015691067902,0.5094267786187672,0.046875,0.03194444444444444,0.015277777777777777
16,0.0,0.16743881082463308,0.05180940037666309,0.06342180530180319,0.0,0.03067929680832907,1.5222477312682838,0.402822589951898,0.0654320987654321,0.04567901234567901,0.017695473251028805
17,1.0,0.1496648182234295,0.03708632083962999,0.12343857980771095,0.23333333333333334,0.05215392295804122,1.4874494097499025,0.5617547777744084,0.04895833333333333,0.03263888888888889,0.013888888888888888
18,0.0,0.11400146624824162,0.03369350410929523,0.09770291891316983,0.27450980392156865,0.04294321642224743,1.6537260909716882,0.5373108527402116,0.049305555555555554,0.034722222222222224,0.013541666666666667
19,2.0,0.11874353003385611,0.03338732070454262,0.10789535495688984,0.0,0.10796980925538112,2.0905897149143895,0.7586906342195764,0.047658862876254184,0.032190635451505016,0.015468227424749164
20,3.0,0.28282291672520155,0.0807162676139441,0.14287089051823157,0.2634920634920635,0.12107440142091616,1.7258220031935634,0.980992444311777,0.050168350168350175,0.03232323232323232,0.016498316498316498
