,Score Difference,A1,GWG1,HmG1,PKG1,RdG1,SHTS1,SOG1,GSHTS1,SV1,GA1,A2,GWG2,HmG2,PKG2,RdG2,SHTS2,SOG2,GSHTS2,SV2,GA2
0,-1.0,0.16219062282953398,0.02090728395861809,0.07936418271758483,0.0,0.09098251234955801,1.9186095034987773,0.6606248705699491,0.06441717791411043,0.03374233128834356,0.024539877300613498,0.19971298463837867,0.06427435535787013,0.07131940871473674,0.12407407407407407,0.08843712749807393,1.5991797795533491,0.6643535298292637,0.04157706093189964,0.029749103942652327,0.011827956989247311
1,-3.0,0.13475132884603386,0.0354487129802923,0.07931666520663919,0.14354066985645933,0.05255241777884878,1.6949306052877333,0.6136014621894068,0.0465341735336888,0.031022782355792537,0.01454192922927775,0.184391154484579,0.08941956473236495,0.1683934009297328,0.15185185185185185,0.10592684368667868,1.7532288321076495,0.6437553603823566,0.048039215686274506,0.03366013071895425,0.013398692810457516
2,3.0,0.1464238668098841,0.021470280699214972,0.057494352930638745,0.0,0.051552090328234344,1.527380618721657,0.4700401669566628,0.049305555555555554,0.034722222222222224,0.013541666666666667,0.1233254884443429,0.01388460351743289,0.07568623297397199,0.2857142857142857,0.09276486438796484,1.8600608921416844,0.7015344415903094,0.050793650793650794,0.026984126984126982,0.023809523809523808
3,0.0,0.13751783795213252,0.02031653142207706,0.031890229986943804,0.10714285714285714,0.052565078300921,1.80207018024081,0.5831904682008106,0.05798611111111111,0.03784722222222222,0.01875,0.298606902290891,0.0848910152600323,0.18417584173036647,0.2664692820133234,0.1279027002824258,2.272611240643066,0.8409288114222035,0.04338624338624338,0.027160493827160497,0.014109347442680775
4,1.0,0.07908447593722367,0.04410303615912067,0.12850320310122654,0.0,0.03155741437940248,1.6874944596713581,0.6202056641210743,0.04673202614379085,0.032352941176470584,0.013398692810457516,0.15916823215502776,0.016886679953634597,0.19294159206229694,0.3474903474903475,0.05066003986090379,2.4866343851527555,0.8514060494640684,0.0654320987654321,0.04567901234567901,0.017695473251028805
5,1.0,0.10387829671067804,0.0729594918717905,0.13033062780552068,0.2,0.09476406549011974,2.0389541193210388,0.7130231216489391,0.054214760405736265,0.037425673312346974,0.01713885974116824,0.1846444075468213,0.06291846492667227,0.08955740999171247,0.08333333333333333,0.07751718907172274,1.5757416743999546,0.5894769083674105,0.04157706093189964,0.029749103942652327,0.011827956989247311
6,-1.0,0.3357581170205637,0.12817894513685119,0.21848004256622236,0.14544279250161604,0.18003764147569284,2.1381784281367664,0.8982898312212981,0.04338624338624338,0.027160493827160497,0.014109347442680775,0.12345689239677249,0.057814895780635575,0.13361727411402277,0.16822429906542055,0.059589849962741415,1.7486707844259837,0.604173969842673,0.04787000439174352,0.032059727711901624,0.014931927975406236
7,-3.0,0.11221224337857819,0.0845804948110297,0.10794167722558956,0.26229508196721313,0.06410379045887867,1.7457250476084083,0.5583384448847364,0.054214760405736265,0.037425673312346974,0.01713885974116824,0.32937173925679314,0.09856623003801353,0.1903246387962534,0.14100871402165305,0.13927312378040024,1.952205541608282,0.7762498082205408,0.04338624338624338,0.027160493827160497,0.014109347442680775
8,0.0,0.20602118322826063,0.07715377144153769,0.23223896545313558,0.2011111111111111,0.08957058791704013,2.009181936863389,0.838836101651294,0.055882352941176466,0.036274509803921565,0.016339869281045753,0.1927197068418103,0.0754007735230061,0.13880548409103588,0.3333333333333333,0.1148148933528462,1.9160515263861402,0.7729531579311988,0.04490740740740741,0.03287037037037037,0.011574074074074075
9,0.0,0.2264869276917485,0.1143818072553477,0.23646644573552394,0.25787965616045844,0.1620276689002793,2.304480909703486,1.0156089233804477,0.05555555555555555,0.03641975308641975,0.016666666666666666,0.10699453674748695,0.024795835434208557,0.06770039482353872,0.0,0.1267532982434608,1.5581764465822001,0.6618033424872642,0.053086419753086415,0.03374485596707819,0.01934156378600823
